epoch;loss;val_loss
0;0.6741387844085693;0.6353046894073486
1;0.6195939779281616;0.6054502725601196
2;0.5990198254585266;0.593073844909668
3;0.5902034640312195;0.5867215991020203
4;0.5857877731323242;0.5839617252349854
5;0.5827531814575195;0.580967366695404
6;0.5802372694015503;0.5785594582557678
7;0.5780110359191895;0.576876163482666
8;0.576213538646698;0.57554030418396
9;0.5746355056762695;0.573753297328949
10;0.573383629322052;0.5732611417770386
11;0.5723846554756165;0.5714166164398193
12;0.5714158415794373;0.5707131028175354
13;0.570731520652771;0.5704306364059448
14;0.5702157020568848;0.5695521831512451
15;0.5702165961265564;0.5691578984260559
16;0.5694023966789246;0.5692825317382812
17;0.5690362453460693;0.5682498812675476
18;0.5683828592300415;0.5678635239601135
19;0.5684269070625305;0.5675323605537415
20;0.5677123665809631;0.567210853099823
21;0.5672833919525146;0.5672551989555359
22;0.5675559043884277;0.5668399930000305
23;0.5668548941612244;0.5666529536247253
24;0.56690514087677;0.5670848488807678
25;0.5665960311889648;0.566310703754425
26;0.566066324710846;0.5658867359161377
27;0.5660276412963867;0.5657411217689514
28;0.5659672617912292;0.5654502511024475
29;0.5655505657196045;0.5654866695404053
30;0.5656066536903381;0.565463662147522
31;0.5652132034301758;0.5652063488960266
32;0.565658450126648;0.5653524994850159
33;0.5654152631759644;0.5649372935295105
34;0.5650659799575806;0.5647519826889038
35;0.5647287368774414;0.5645817518234253
36;0.5647271871566772;0.5644789338111877
37;0.5646109580993652;0.5642914175987244
38;0.5645756721496582;0.5642287135124207
39;0.5645094513893127;0.5642535090446472
40;0.5645599961280823;0.5641411542892456
41;0.5648238062858582;0.5641418695449829
42;0.5642085075378418;0.5639140009880066
43;0.5639923214912415;0.5638067126274109
44;0.5639247298240662;0.5637019872665405
45;0.5638933777809143;0.5636019706726074
46;0.5637521743774414;0.5636695027351379
47;0.563765287399292;0.5634624361991882
48;0.5637489557266235;0.5636939406394958
49;0.5636861324310303;0.5639915466308594
50;0.5635496377944946;0.5633023381233215
51;0.5633549094200134;0.5632466673851013
52;0.5634576678276062;0.563854992389679
53;0.5634066462516785;0.5631862282752991
54;0.5634869337081909;0.5642066597938538
55;0.5635155439376831;0.5632148385047913
56;0.5634525418281555;0.5630413889884949
57;0.5631321668624878;0.563290536403656
58;0.5633584260940552;0.5634937286376953
59;0.5635794997215271;0.5635933876037598
60;0.5631296038627625;0.5631083250045776
61;0.562956690788269;0.5628880858421326
62;0.5629964470863342;0.562828779220581
63;0.5627617239952087;0.5627548694610596
64;0.5627092123031616;0.5625668168067932
65;0.5626493096351624;0.5625755190849304
66;0.5627235770225525;0.5630292892456055
67;0.5626833438873291;0.5627067685127258
68;0.5624751448631287;0.5622997283935547
69;0.5623824000358582;0.5623669028282166
70;0.5623640418052673;0.5622158050537109
71;0.5623749494552612;0.5622486472129822
72;0.5622499585151672;0.5624180436134338
73;0.5623367428779602;0.5624483823776245
74;0.5626833438873291;0.5628345012664795
75;0.5623540282249451;0.5621603727340698
76;0.562091588973999;0.5620520710945129
77;0.5620942115783691;0.5619294047355652
78;0.5622850656509399;0.5620639324188232
79;0.5621931552886963;0.5623101592063904
80;0.5620406270027161;0.5619407892227173
81;0.5621114373207092;0.562233030796051
82;0.5622144937515259;0.5620036125183105
83;0.5619574189186096;0.5618453621864319
84;0.561903715133667;0.5618647933006287
85;0.5621181130409241;0.561720609664917
86;0.5617504119873047;0.5616862177848816
87;0.5617937445640564;0.5616759061813354
88;0.5618241429328918;0.5615602731704712
89;0.5617831945419312;0.5615198016166687
90;0.5618371367454529;0.5624987483024597
91;0.5620604157447815;0.5616325736045837
92;0.5614975094795227;0.5614968538284302
93;0.5616108179092407;0.5614238977432251
94;0.5616610646247864;0.5614855885505676
95;0.5614878535270691;0.5615648627281189
96;0.5617655515670776;0.5613391399383545
97;0.5615947842597961;0.5614641308784485
98;0.5616114139556885;0.5615641474723816
99;0.5614004731178284;0.5619442462921143
Anomaly percentage = 0.0
