epoch;acc;loss;val_acc;val_loss
0;0.33725279569625854;2.6576714515686035;0.34775641560554504;1.1049470901489258
1;0.3383217453956604;1.4997966289520264;0.3253205120563507;1.1037052869796753
2;0.3324425518512726;1.2694976329803467;0.3253205120563507;1.1008069515228271
3;0.36023515462875366;1.1771596670150757;0.3253205120563507;1.0929585695266724
4;0.39230358600616455;1.1131409406661987;0.32692307233810425;1.0716379880905151
5;0.4991982877254486;0.9999746084213257;0.6490384340286255;0.8258281350135803
6;0.5291287899017334;3.6561174392700195;0.6025640964508057;10.950380325317383
7;0.4692677855491638;5.681821346282959;0.43108972907066345;5.947829723358154
8;0.45697489380836487;4.819310188293457;0.32211539149284363;5.725111961364746
9;0.4024585783481598;5.273019313812256;0.32211539149284363;5.628634929656982
10;0.3955104351043701;5.336068630218506;0.4423076808452606;5.719885349273682
11;0.46445751190185547;3.5487546920776367;0.5368589758872986;1.243557095527649
12;0.4388027787208557;3.244476795196533;0.6282051205635071;1.1463614702224731
13;0.37145912647247314;3.174084186553955;0.3253205120563507;1.1205058097839355
14;0.35221806168556213;2.6499345302581787;0.3253205120563507;1.1248853206634521
15;0.37306252121925354;2.0421578884124756;0.3253205120563507;1.1142325401306152
16;0.3458043932914734;1.645084023475647;0.3253205120563507;1.1080814599990845
17;0.3399251699447632;1.4622442722320557;0.3253205120563507;1.1115299463272095
18;0.34901121258735657;1.2874339818954468;0.3253205120563507;1.1056057214736938
19;0.32228755950927734;1.1579471826553345;0.3253205120563507;1.1044074296951294
0;0.3153393864631653;2.6195850372314453;0.21955128014087677;1.0817230939865112
1;0.29235702753067017;1.2347776889801025;0.20673076808452606;1.036030650138855
2;0.18385890126228333;1.0521128177642822;0.06570512801408768;0.8209323287010193
3;0.09941207617521286;1.570704698562622;0.04326923191547394;0.6390787959098816
4;0.09780865907669067;4.302796840667725;0.35256409645080566;5.780758857727051
5;0.32228755950927734;5.9594316482543945;0.3509615361690521;8.369011878967285
6;0.16034206748008728;4.942843914031982;0.22756409645080566;9.504841804504395
7;0.19187600910663605;6.0283942222595215;0.3381410241127014;1.6794558763504028
8;0.24158203601837158;2.35310435295105;0.3333333432674408;1.2060903310775757
9;0.2875467538833618;1.4184848070144653;0.33974358439445496;1.179126262664795
10;0.2875467538833618;1.2604138851165771;0.33974358439445496;1.1658204793930054
11;0.293425977230072;1.227365493774414;0.33974358439445496;1.1518850326538086
12;0.33404597640037537;1.1390324831008911;0.33974358439445496;1.1136435270309448
13;0.3874933123588562;1.0716644525527954;0.4951923191547394;1.02967369556427
14;0.5018706321716309;1.151100516319275;0.47275641560554504;0.9521710276603699
15;0.5355424880981445;2.3134233951568604;0.5560897588729858;9.04112720489502
16;0.4216996133327484;3.1776819229125977;0.6378205418586731;1.1890904903411865
17;0.33351150155067444;1.400344967842102;0.35576921701431274;1.1064603328704834
18;0.24425441026687622;1.1589460372924805;0.10897435992956161;1.0457711219787598
19;0.17637626826763153;1.1177254915237427;0.08173076808452606;1.0115524530410767
