epoch;acc;loss;val_acc;val_loss
0;0.3757348954677582;1.1021881103515625;0.3413461446762085;1.1293443441390991
1;0.3949759602546692;1.086991786956787;0.42307692766189575;1.0691732168197632
2;0.4649919867515564;1.0326346158981323;0.4583333432674408;1.0429996252059937
3;0.49064671993255615;0.9922294020652771;0.4711538553237915;0.9924808144569397
4;0.5120256543159485;0.9710444808006287;0.4711538553237915;1.0344231128692627
5;0.5146980285644531;0.9790258407592773;0.5657051205635071;0.9208245873451233
6;0.5285943150520325;0.9605209231376648;0.504807710647583;0.9948840737342834
7;0.539283812046051;0.955619215965271;0.5625;0.8954311013221741
8;0.5847140550613403;0.8600172400474548;0.5689102411270142;0.8739164471626282
9;0.5654730200767517;0.8661348223686218;0.6714743375778198;0.6361486911773682
10;0.6616782546043396;0.6766375303268433;0.7195512652397156;0.5666546821594238
11;0.6616782546043396;0.674474835395813;0.6105769276618958;0.8228247165679932
12;0.5911277532577515;0.8613490462303162;0.43910256028175354;1.1264516115188599
13;0.5857830047607422;0.8549259305000305;0.6714743375778198;0.7839011549949646
14;0.666488528251648;0.6742779016494751;0.6939102411270142;0.7056974768638611
15;0.5387493371963501;0.9049091339111328;0.6330128312110901;0.5922237038612366
16;0.6680919528007507;0.6839951276779175;0.6330128312110901;0.7528188824653625
17;0.6568679809570312;0.7010378837585449;0.6474359035491943;0.6447976231575012
18;0.6739711165428162;0.6499208211898804;0.7532051205635071;0.5480859279632568
19;0.7006947994232178;0.6262062788009644;0.754807710647583;0.5243793725967407
