epoch;acc;loss;val_acc;val_loss
0;0.41499999165534973;1.1148041486740112;0.35820895433425903;1.1602199077606201
1;0.3499999940395355;1.1650500297546387;0.23880596458911896;1.2316170930862427
0;0.3050000071525574;1.1691993474960327;0.28358209133148193;1.1117948293685913
1;0.3149999976158142;1.1306949853897095;0.38805970549583435;1.1258492469787598
2;0.30000001192092896;1.1265794038772583;0.2238806039094925;1.0932782888412476
3;0.3449999988079071;1.1024737358093262;0.38805970549583435;1.091268539428711
4;0.3400000035762787;1.1236053705215454;0.38805970549583435;1.0935273170471191
5;0.28999999165534973;1.1227705478668213;0.38805970549583435;1.0937849283218384
6;0.36500000953674316;1.0978859663009644;0.35820895433425903;1.0915147066116333
7;0.35499998927116394;1.124946117401123;0.3283582031726837;1.1035505533218384
8;0.33500000834465027;1.1128021478652954;0.38805970549583435;1.0906447172164917
9;0.2800000011920929;1.131447196006775;0.38805970549583435;1.095338225364685
10;0.2800000011920929;1.1332730054855347;0.4029850661754608;1.0933003425598145
11;0.33000001311302185;1.123287320137024;0.3283582031726837;1.1029824018478394
12;0.3050000071525574;1.1313660144805908;0.28358209133148193;1.109296202659607
13;0.26499998569488525;1.142196536064148;0.28358209133148193;1.107033610343933
14;0.3199999928474426;1.1182794570922852;0.38805970549583435;1.0957152843475342
15;0.36000001430511475;1.0978223085403442;0.34328359365463257;1.105280876159668
16;0.3449999988079071;1.1063653230667114;0.3283582031726837;1.0957618951797485
17;0.3499999940395355;1.1134142875671387;0.38805970549583435;1.0933928489685059
18;0.3100000023841858;1.1076711416244507;0.3283582031726837;1.096145510673523
19;0.33500000834465027;1.1043866872787476;0.2985074520111084;1.107629656791687
0;0.32499998807907104;1.128908395767212;0.2985074520111084;1.1003140211105347
1;0.32499998807907104;1.1123592853546143;0.3731343150138855;1.1118193864822388
2;0.38499999046325684;1.1270437240600586;0.35820895433425903;1.115347981452942
3;0.30000001192092896;1.1162381172180176;0.3731343150138855;1.0977331399917603
4;0.33000001311302185;1.1060500144958496;0.2985074520111084;1.1014305353164673
5;0.26499998569488525;1.106465458869934;0.28358209133148193;1.1010446548461914
6;0.33000001311302185;1.0958644151687622;0.2985074520111084;1.105147361755371
7;0.32499998807907104;1.106859564781189;0.2985074520111084;1.102296233177185
8;0.36500000953674316;1.1042258739471436;0.31343284249305725;1.1003477573394775
9;0.30000001192092896;1.1294913291931152;0.2985074520111084;1.1059913635253906
10;0.3400000035762787;1.1046099662780762;0.2985074520111084;1.1034456491470337
11;0.41999998688697815;1.0993362665176392;0.38805970549583435;1.1059573888778687
12;0.39500001072883606;1.089013695716858;0.35820895433425903;1.1047569513320923
13;0.3400000035762787;1.103372573852539;0.26865673065185547;1.1041412353515625
14;0.3100000023841858;1.104249119758606;0.26865673065185547;1.1033319234848022
15;0.3050000071525574;1.1124385595321655;0.2985074520111084;1.108150839805603
16;0.3050000071525574;1.1182042360305786;0.2985074520111084;1.1029103994369507
17;0.36000001430511475;1.1145024299621582;0.2985074520111084;1.1057339906692505
18;0.3100000023841858;1.1143085956573486;0.31343284249305725;1.1057051420211792
19;0.39500001072883606;1.1016043424606323;0.2985074520111084;1.105814814567566
